symbol,entry_price,exit_price,entry_time,exit_time,pnl,reason,duration,rsi,adx,volume_ratio,upper_wick_ratio
0GUSDTUSDT,2.88574215,2.8439190890200505,2025-10-01 01:00:00,2025-10-01 01:00:00,-2.1392935342481643,Stop Loss,0 days 00:00:00,80.7779622086051,27.086814242288202,10.17275156521172,0.09116127466278293
0GUSDTUSDT,2.8350168,2.7939289015176,2025-10-01 01:15:00,2025-10-01 01:15:00,-2.091967765991887,Stop Loss,0 days 00:00:00,74.20547488289233,30.610599778907474,3.0029182016598246,0.030237809611177797
APTUSDTUSDT,4.423110449999999,4.475613602322044,2025-10-01 00:15:00,2025-10-01 01:30:00,1.6234646923276554,Smart Trailing (Max 33%),0 days 01:15:00,76.53538034011159,46.87748371237269,3.3031696400082358,0.0026012802822956258
ZENUSDTUSDT,7.8719339999999995,8.008565066639552,2025-10-01 01:45:00,2025-10-01 01:45:00,2.338984430885641,Smart Trailing (Max 44%),0 days 00:00:00,65.70751435130327,39.776841896523884,3.76912707469081,0.015380704207448893
ZENUSDTUSDT,7.989992999999999,8.07777880045748,2025-10-01 02:00:00,2025-10-01 02:00:00,1.4891077802395873,Smart Trailing (Max 32%),0 days 00:00:00,73.59947565872677,40.954479350275456,2.61210308369147,0.00738885410144022
ZENUSDTUSDT,7.978987499999999,7.990948002262499,2025-10-01 02:30:00,2025-10-01 02:45:00,0.14384421499798958,Smart Break-even,0 days 00:15:00,65.54866494547483,45.610909492854226,3.61886105954516,0.025827482447342075
ZECUSDTUSDT,79.86991499999999,78.712360321905,2025-10-01 04:45:00,2025-10-01 04:45:00,-2.1609296009287027,Stop Loss,0 days 00:00:00,73.69064396464307,30.323812721813315,3.4471537309225733,0.008519168128288736
ZENUSDTUSDT,8.172083999999998,8.37704942293207,2025-10-01 05:15:00,2025-10-01 05:15:00,3.4643962703006537,Smart Trailing (Max 58%),0 days 00:00:00,67.79107329122537,38.59247384137104,2.6130006547797593,0.010286554004408477
ZECUSDTUSDT,81.14054999999999,79.96458000885,2025-10-01 05:30:00,2025-10-01 05:30:00,-2.1857831306197224,Stop Loss,0 days 00:00:00,75.33004562759002,33.2518588228412,2.5129356647018577,0.004807692307692314
ZECUSDTUSDT,80.850405,79.678640080335,2025-10-01 05:45:00,2025-10-01 05:45:00,-2.1374289126304,Stop Loss,0 days 00:00:00,72.63529394011125,34.97838006196345,3.167536148311186,0.015592129686919823
ZECUSDTUSDT,82.911435,85.361807745,2025-10-01 07:15:00,2025-10-01 07:15:00,4.0502718559807835,Smart Trailing (Max 156%),0 days 00:00:00,69.83753345114674,36.25981940011736,4.9189778214575615,0.00856556882615507
ZECUSDTUSDT,84.82239,89.865045,2025-10-01 07:30:00,2025-10-01 07:30:00,8.55292063269717,Smart Trailing (Max 305%),0 days 00:00:00,73.96531350853402,35.2972887453142,3.6287662599325254,0.008374616654871358
ZECUSDTUSDT,89.0445,89.1779777055,2025-10-01 07:45:00,2025-10-01 07:45:00,0.15700162286215785,Smart Break-even,0 days 00:00:00,80.5800449237637,34.464883971308986,4.688928658684747,0.010781671159029579
ZECUSDTUSDT,89.15455499999999,89.28819767794499,2025-10-01 08:00:00,2025-10-01 08:00:00,0.15711343053057114,Smart Break-even,0 days 00:00:00,80.66751715909594,37.866340473472405,2.7817428853203223,0.00785193494111036
